race,tau,geoid_county
hispanic,0.75,2150
hispanic,0.1,2164
hispanic,0.1,2170
hispanic,0.1,2180
hispanic,0.1,2185
hispanic,2.5,2188
hispanic,0.1,2195
hispanic,0.1,2198
hispanic,0.1,2220
hispanic,0.1,2230
hispanic,0.1,2240
hispanic,0.25,2261
hispanic,0.1,2270
hispanic,2.5,2275
hispanic,0.1,2282
hispanic,0.1,2290
hispanic,0.5,4001
hispanic,1.0,4003
hispanic,0.5,4005
hispanic,0.75,4007
hispanic,0.5,4009
hispanic,0.5,4011
hispanic,2.5,4012
hispanic,1.0,4013
hispanic,1.25,4015
hispanic,0.75,4017
hispanic,0.875,4019
hispanic,0.75,4021
hispanic,0.5,4023
hispanic,0.75,4025
hispanic,1.125,4027
hispanic,1.125,5001
hispanic,1.375,5003
hispanic,0.1,5005
hispanic,0.875,5007
hispanic,2.5,5009
hispanic,2.0,5011
hispanic,2.5,5013
hispanic,0.1,5015
hispanic,0.5,5017
hispanic,2.5,5019
hispanic,0.5,5021
hispanic,1.75,5023
hispanic,1.375,5025
hispanic,2.5,5027
hispanic,0.5,5029
hispanic,1.5,5031
hispanic,0.1,5033
hispanic,0.75,5035
hispanic,1.125,5037
hispanic,1.375,5039
hispanic,0.5,5041
hispanic,0.25,5043
hispanic,0.75,5045
hispanic,1.125,5047
hispanic,2.5,5049
hispanic,0.75,5051
hispanic,0.875,5053
hispanic,0.5,5055
hispanic,1.25,5057
hispanic,0.5,5059
hispanic,2.0,5061
hispanic,0.75,5063
hispanic,2.5,5065
hispanic,0.5,5067
hispanic,1.125,5069
hispanic,2.5,5071
hispanic,0.25,5073
hispanic,2.5,5075
hispanic,0.1,5077
hispanic,0.75,5079
hispanic,0.1,5081
hispanic,2.5,5083
hispanic,0.1,5085
hispanic,0.25,5087
hispanic,0.1,5089
hispanic,0.75,5091
hispanic,1.5,5093
hispanic,2.5,5095
hispanic,2.0,5097
hispanic,0.5,5099
hispanic,0.1,5101
hispanic,0.5,5103
hispanic,0.1,5105
hispanic,1.125,5107
hispanic,2.5,5109
hispanic,1.375,5111
hispanic,0.1,5113
hispanic,0.25,5115
hispanic,0.75,5117
hispanic,1.0,5119
hispanic,0.75,5121
hispanic,0.5,5123
hispanic,0.75,5125
hispanic,0.875,5127
hispanic,1.125,5129
hispanic,2.5,5131
hispanic,0.5,5133
hispanic,0.5,5135
hispanic,2.5,5137
hispanic,0.5,5139
hispanic,2.0,5141
hispanic,2.5,5143
hispanic,1.125,5145
hispanic,1.5,5147
hispanic,0.25,5149
hispanic,0.75,6001
hispanic,0.1,6003
hispanic,0.5,6005
hispanic,0.5,6007
hispanic,0.25,6009
hispanic,1.375,6011
hispanic,0.75,6013
hispanic,0.5,6015
hispanic,0.75,6017
hispanic,1.0,6019
hispanic,0.5,6021
hispanic,0.5,6023
hispanic,1.0,6025
hispanic,0.5,6027
hispanic,1.0,6029
hispanic,0.875,6031
hispanic,0.5,6033
hispanic,0.5,6035
hispanic,1.5,6037
hispanic,0.75,6039
hispanic,0.75,6041
hispanic,0.1,6043
hispanic,0.5,6045
hispanic,1.25,6047
hispanic,0.5,6049
hispanic,0.5,6051
hispanic,2.5,6053
hispanic,1.375,6055
hispanic,0.75,6057
hispanic,1.25,6059
hispanic,0.5,6061
hispanic,0.75,6063
hispanic,1.25,6065
hispanic,0.5,6067
hispanic,0.5,6069
hispanic,1.125,6071
hispanic,1.0,6073
hispanic,0.5,6075
hispanic,0.75,6077
hispanic,0.5,6079
hispanic,0.75,6081
hispanic,1.125,6083
hispanic,0.75,6085
hispanic,1.0,6087
hispanic,0.25,6089
hispanic,0.25,6091
hispanic,0.5,6093
hispanic,0.5,6095
hispanic,1.0,6097
hispanic,0.75,6099
hispanic,0.75,6101
hispanic,0.875,6103
hispanic,2.5,6105
hispanic,0.875,6107
hispanic,0.5,6109
hispanic,0.875,6111
hispanic,0.75,6113
hispanic,1.25,6115
hispanic,1.0,8001
hispanic,0.25,8003
hispanic,1.125,8005
hispanic,0.1,8007
hispanic,0.25,8009
hispanic,2.0,8011
hispanic,0.875,8013
hispanic,1.125,8014
hispanic,0.25,8015
hispanic,0.1,8017
hispanic,0.25,8019
hispanic,0.5,8021
hispanic,0.1,8023
hispanic,1.0,8025
hispanic,0.1,8027
hispanic,0.25,8029
hispanic,1.75,8031
hispanic,0.1,8033
hispanic,0.5,8035
hispanic,0.25,8037
hispanic,0.1,8039
hispanic,0.5,8041
hispanic,0.25,8043
hispanic,0.25,8045
hispanic,0.1,8047
hispanic,0.1,8049
hispanic,0.1,8051
hispanic,0.1,8053
hispanic,0.875,8055
hispanic,0.1,8057
hispanic,0.5,8059
hispanic,0.1,8061
hispanic,1.5,8063
hispanic,2.0,8065
hispanic,0.25,8067
hispanic,0.5,8069
hispanic,0.75,8071
hispanic,0.25,8073
hispanic,0.75,8075
hispanic,0.5,8077
hispanic,0.1,8079
hispanic,0.25,8081
hispanic,0.1,8083
hispanic,0.5,8085
hispanic,0.5,8087
hispanic,0.5,8089
hispanic,0.1,8091
hispanic,0.1,8093
hispanic,1.75,8095
hispanic,0.25,8097
hispanic,0.5,8099
hispanic,0.75,8101
hispanic,0.1,8103
hispanic,0.25,8105
hispanic,0.25,8107
hispanic,0.25,8109
hispanic,0.1,8111
hispanic,0.1,8113
hispanic,0.25,8115
hispanic,0.1,8117
hispanic,0.1,8119
hispanic,0.25,8121
hispanic,0.5,8123
hispanic,0.5,8125
hispanic,0.75,9001
hispanic,1.0,9003
hispanic,0.5,9005
hispanic,0.5,9007
hispanic,0.875,9009
hispanic,0.5,9011
hispanic,0.5,9013
hispanic,0.5,9015
hispanic,0.5,10001
hispanic,1.25,10003
hispanic,2.5,10005
hispanic,1.375,11001
hispanic,0.25,12001
hispanic,1.25,12003
hispanic,0.5,12005
hispanic,2.5,12007
hispanic,0.5,12009
hispanic,1.0,12011
hispanic,0.25,12013
hispanic,0.25,12015
hispanic,0.75,12017
hispanic,0.25,12019
hispanic,0.5,12021
hispanic,0.75,12023
hispanic,1.75,12027
hispanic,0.1,12029
hispanic,0.5,12031
hispanic,0.5,12033
hispanic,0.75,12035
hispanic,1.25,12037
hispanic,0.875,12039
hispanic,0.1,12041
hispanic,0.5,12043
hispanic,2.0,12045
hispanic,0.75,12047
hispanic,0.5,12049
hispanic,2.5,12051
hispanic,0.25,12053
hispanic,0.75,12055
hispanic,0.875,12057
hispanic,0.5,12059
hispanic,0.25,12061
hispanic,1.5,12063
hispanic,0.1,12065
hispanic,2.5,12067
hispanic,0.5,12069
hispanic,0.75,12071
hispanic,0.5,12073
hispanic,2.5,12075
hispanic,0.75,12077
hispanic,0.75,12079
hispanic,1.5,12081
hispanic,0.5,12083
hispanic,1.75,12085
hispanic,1.75,12086
hispanic,1.375,12087
hispanic,2.0,12089
hispanic,0.5,12091
hispanic,1.75,12093
hispanic,1.75,12095
hispanic,2.5,12097
hispanic,1.125,12099
hispanic,0.5,12101
hispanic,0.5,12103
hispanic,1.125,12105
hispanic,1.0,12107
hispanic,0.5,12109
hispanic,1.375,12111
hispanic,0.75,12113
hispanic,0.5,12115
hispanic,0.5,12117
hispanic,2.5,12119
hispanic,2.5,12121
hispanic,2.5,12123
hispanic,0.1,12125
hispanic,0.75,12127
hispanic,0.1,12129
hispanic,0.5,12131
hispanic,0.5,12133
hispanic,1.75,13001
hispanic,0.875,13003
hispanic,2.5,13005
hispanic,2.5,13007
hispanic,1.25,13009
hispanic,0.1,13011
hispanic,0.1,13013
hispanic,0.75,13015
hispanic,1.25,13017
hispanic,2.5,13019
hispanic,0.75,13021
hispanic,2.5,13023
hispanic,0.1,13025
hispanic,1.5,13027
hispanic,0.875,13029
hispanic,0.1,13031
hispanic,2.5,13033
hispanic,1.25,13035
hispanic,2.5,13037
hispanic,0.25,13039
hispanic,0.1,13043
hispanic,2.5,13045
hispanic,0.25,13047
hispanic,2.5,13049
hispanic,0.75,13051
hispanic,0.1,13053
hispanic,1.0,13055
hispanic,2.0,13057
hispanic,1.0,13059
hispanic,0.1,13061
hispanic,2.5,13063
hispanic,0.25,13065
hispanic,2.5,13067
hispanic,0.5,13069
hispanic,2.5,13071
hispanic,0.25,13073
hispanic,2.5,13075
hispanic,2.5,13077
hispanic,0.1,13079
hispanic,2.5,13081
hispanic,2.5,13083
hispanic,0.1,13085
hispanic,2.5,13087
hispanic,2.0,13089
hispanic,2.5,13091
hispanic,1.125,13093
hispanic,0.5,13095
hispanic,2.0,13097
hispanic,0.875,13099
hispanic,0.1,13101
hispanic,0.25,13103
hispanic,2.5,13105
hispanic,2.5,13107
hispanic,2.5,13109
hispanic,0.25,13111
hispanic,0.5,13113
hispanic,1.0,13115
hispanic,2.5,13117
hispanic,0.75,13119
hispanic,1.0,13121
hispanic,0.1,13123
hispanic,0.1,13125
hispanic,2.5,13127
hispanic,2.5,13129
hispanic,1.25,13131
hispanic,2.5,13133
hispanic,2.5,13135
hispanic,2.5,13137
hispanic,2.5,13139
hispanic,0.1,13141
hispanic,0.1,13143
hispanic,0.5,13145
hispanic,0.25,13147
hispanic,0.5,13149
hispanic,0.25,13151
hispanic,0.25,13153
hispanic,0.25,13155
hispanic,2.5,13157
hispanic,2.5,13159
hispanic,2.5,13161
hispanic,2.5,13163
hispanic,0.1,13165
hispanic,0.25,13167
hispanic,1.125,13169
hispanic,1.75,13171
hispanic,0.75,13173
hispanic,2.5,13175
hispanic,0.1,13177
hispanic,0.75,13179
hispanic,2.5,13181
hispanic,0.1,13183
hispanic,1.375,13185
hispanic,2.5,13187
hispanic,1.0,13189
hispanic,0.1,13191
hispanic,0.5,13193
hispanic,2.5,13195
hispanic,2.5,13197
hispanic,2.5,13199
hispanic,0.5,13201
hispanic,0.25,13205
hispanic,2.5,13207
hispanic,0.5,13209
hispanic,0.1,13211
hispanic,0.75,13213
hispanic,0.75,13215
hispanic,0.25,13217
hispanic,2.5,13219
hispanic,1.375,13221
hispanic,1.5,13223
hispanic,2.5,13225
hispanic,2.5,13227
hispanic,1.75,13229
hispanic,0.1,13231
hispanic,0.75,13233
hispanic,0.25,13235
hispanic,0.1,13237
hispanic,0.875,13239
hispanic,0.1,13241
hispanic,0.1,13243
hispanic,0.5,13245
hispanic,2.5,13247
hispanic,2.0,13249
hispanic,1.25,13251
hispanic,2.5,13253
hispanic,2.5,13255
hispanic,1.5,13257
hispanic,0.25,13259
hispanic,1.5,13261
hispanic,2.5,13263
hispanic,0.25,13265
hispanic,2.0,13267
hispanic,0.5,13269
hispanic,2.0,13271
hispanic,2.5,13273
hispanic,1.25,13275
hispanic,2.5,13277
hispanic,2.5,13279
hispanic,0.1,13281
hispanic,0.5,13283
hispanic,2.0,13285
hispanic,2.5,13287
hispanic,2.5,13289
hispanic,0.1,13291
hispanic,1.375,13293
hispanic,0.25,13295
hispanic,1.125,13297
hispanic,2.5,13299
hispanic,1.25,13301
hispanic,0.25,13303
hispanic,2.5,13305
hispanic,1.75,13307
hispanic,0.75,13309
hispanic,0.1,13311
hispanic,1.75,13313
hispanic,2.5,13315
hispanic,1.5,13317
hispanic,1.25,13319
hispanic,1.0,13321
hispanic,0.75,15001
hispanic,0.875,15003
hispanic,0.1,15005
hispanic,0.75,15007
hispanic,0.75,15009
hispanic,0.5,16001
hispanic,0.5,16003
hispanic,0.25,16005
hispanic,0.25,16007
hispanic,0.25,16009
hispanic,0.25,16011
hispanic,0.1,16013
hispanic,0.1,16015
hispanic,0.25,16017
hispanic,0.75,16019
hispanic,1.125,16021
hispanic,0.25,16023
hispanic,0.1,16025
hispanic,1.375,16027
hispanic,0.1,16029
hispanic,0.25,16031
hispanic,0.1,16033
hispanic,2.5,16035
hispanic,0.1,16037
hispanic,1.0,16039
hispanic,0.875,16041
hispanic,1.0,16043
hispanic,0.1,16045
hispanic,0.25,16047
hispanic,0.5,16049
hispanic,0.75,16051
hispanic,0.875,16053
hispanic,0.875,16055
hispanic,0.75,16057
hispanic,0.25,16059
hispanic,0.1,16061
hispanic,0.1,16063
hispanic,0.875,16065
hispanic,0.75,16067
hispanic,0.25,16069
hispanic,0.1,16071
hispanic,0.1,16073
hispanic,0.25,16075
hispanic,0.75,16077
hispanic,0.25,16079
hispanic,0.1,16081
hispanic,0.5,16083
hispanic,0.1,16085
hispanic,1.0,16087
hispanic,1.0,17001
hispanic,2.0,17003
hispanic,0.25,17005
hispanic,1.375,17007
hispanic,0.25,17009
hispanic,0.5,17011
hispanic,2.5,17013
hispanic,0.25,17015
hispanic,2.5,17017
hispanic,0.875,17019
hispanic,0.75,17021
hispanic,0.5,17023
hispanic,0.75,17025
hispanic,1.5,17027
hispanic,0.75,17029
hispanic,1.5,17031
hispanic,1.75,17033
hispanic,2.5,17035
hispanic,0.5,17037
hispanic,0.25,17039
hispanic,0.1,17041
hispanic,0.75,17043
hispanic,0.5,17045
hispanic,0.25,17047
hispanic,0.875,17049
hispanic,0.25,17051
hispanic,0.25,17053
hispanic,2.5,17055
hispanic,0.5,17057
hispanic,1.5,17059
hispanic,0.25,17061
hispanic,1.125,17063
hispanic,1.75,17065
hispanic,0.25,17067
hispanic,0.75,17069
hispanic,0.5,17071
hispanic,0.5,17073
hispanic,0.5,17075
hispanic,0.5,17077
hispanic,0.1,17079
hispanic,0.75,17081
hispanic,0.5,17083
hispanic,1.75,17085
hispanic,0.75,17087
hispanic,1.5,17089
hispanic,1.0,17091
hispanic,1.0,17093
hispanic,0.25,17095
hispanic,1.0,17097
hispanic,0.5,17099
hispanic,0.5,17101
hispanic,0.75,17103
hispanic,0.5,17105
hispanic,0.75,17107
hispanic,0.25,17109
hispanic,1.375,17111
hispanic,0.5,17113
hispanic,0.5,17115
hispanic,2.5,17117
hispanic,0.5,17119
hispanic,0.25,17121
hispanic,0.25,17123
hispanic,0.5,17125
hispanic,1.5,17127
hispanic,0.75,17129
hispanic,0.5,17131
hispanic,0.1,17133
hispanic,0.25,17135
hispanic,0.5,17137
hispanic,2.5,17139
hispanic,0.75,17141
hispanic,0.5,17143
hispanic,1.5,17145
hispanic,1.125,17147
hispanic,1.0,17149
hispanic,1.25,17151
hispanic,2.5,17153
hispanic,0.1,17155
hispanic,0.5,17157
hispanic,2.5,17159
hispanic,0.5,17161
hispanic,0.5,17163
hispanic,0.5,17165
hispanic,0.5,17167
hispanic,0.1,17169
hispanic,2.5,17171
hispanic,0.25,17173
hispanic,2.5,17175
hispanic,0.75,17177
hispanic,0.5,17179
hispanic,1.0,17181
hispanic,0.5,17183
hispanic,2.5,17185
hispanic,0.25,17187
hispanic,2.5,17189
hispanic,0.5,17191
hispanic,2.5,17193
hispanic,0.25,17195
hispanic,0.875,17197
hispanic,0.875,17199
hispanic,0.75,17201
hispanic,0.75,17203
hispanic,0.5,18001
hispanic,0.5,18003
hispanic,0.5,18005
hispanic,0.25,18007
hispanic,0.5,18009
hispanic,1.0,18011
hispanic,0.25,18013
hispanic,1.125,18015
hispanic,1.0,18017
hispanic,1.375,18019
hispanic,2.5,18021
hispanic,0.5,18023
hispanic,2.0,18025
hispanic,0.5,18027
hispanic,2.5,18029
hispanic,0.25,18031
hispanic,0.5,18033
hispanic,0.25,18035
hispanic,2.5,18037
hispanic,1.5,18039
hispanic,2.5,18041
hispanic,2.5,18043
hispanic,0.5,18045
hispanic,2.5,18047
hispanic,0.5,18049
hispanic,0.25,18051
hispanic,0.5,18053
hispanic,2.5,18055
hispanic,0.75,18057
hispanic,2.5,18059
hispanic,1.5,18061
hispanic,1.25,18063
hispanic,0.75,18065
hispanic,0.5,18067
hispanic,0.1,18069
hispanic,2.0,18071
hispanic,0.75,18073
hispanic,0.75,18075
hispanic,0.25,18077
hispanic,0.5,18079
hispanic,0.875,18081
hispanic,0.75,18083
hispanic,0.25,18085
hispanic,1.375,18087
hispanic,1.125,18089
hispanic,0.5,18091
hispanic,0.5,18093
hispanic,1.0,18095
hispanic,1.25,18097
hispanic,0.75,18099
hispanic,0.1,18101
hispanic,0.25,18103
hispanic,0.25,18105
hispanic,0.75,18107
hispanic,0.5,18109
hispanic,1.0,18111
hispanic,0.875,18113
hispanic,2.5,18115
hispanic,2.5,18117
hispanic,1.125,18119
hispanic,0.5,18121
hispanic,2.5,18123
hispanic,2.5,18125
hispanic,0.75,18127
hispanic,2.5,18129
hispanic,0.5,18131
hispanic,0.75,18133
hispanic,0.5,18135
hispanic,0.875,18137
hispanic,0.25,18139
hispanic,0.5,18141
hispanic,0.25,18143
hispanic,1.125,18145
hispanic,0.875,18147
hispanic,0.75,18149
hispanic,0.5,18151
hispanic,0.875,18153
hispanic,0.1,18155
hispanic,2.5,18157
hispanic,0.875,18159
hispanic,0.1,18161
hispanic,0.5,18163
hispanic,0.25,18165
hispanic,0.5,18167
hispanic,1.0,18169
hispanic,0.25,18171
hispanic,0.5,18173
hispanic,0.5,18175
hispanic,0.5,18177
hispanic,0.25,18179
hispanic,1.25,18181
hispanic,0.25,18183
hispanic,2.5,19001
hispanic,2.5,19003
hispanic,2.5,19005
hispanic,0.25,19007
hispanic,2.5,19009
hispanic,0.25,19011
hispanic,0.5,19013
hispanic,0.1,19015
hispanic,1.125,19017
hispanic,0.25,19019
hispanic,0.5,19021
hispanic,2.5,19023
hispanic,1.0,19025
hispanic,0.1,19027
hispanic,0.75,19029
hispanic,0.25,19031
hispanic,0.25,19033
hispanic,0.75,19035
hispanic,1.75,19037
hispanic,2.5,19039
hispanic,1.75,19041
hispanic,0.25,19043
hispanic,0.875,19045
hispanic,2.5,19047
hispanic,2.5,19049
hispanic,1.5,19051
hispanic,0.1,19053
hispanic,2.5,19055
hispanic,0.5,19057
hispanic,1.25,19059
hispanic,0.5,19061
hispanic,0.5,19063
hispanic,0.5,19065
hispanic,0.75,19067
hispanic,0.25,19069
hispanic,0.25,19071
hispanic,0.5,19073
hispanic,2.5,19075
hispanic,0.5,19077
hispanic,0.5,19079
hispanic,0.75,19081
hispanic,2.5,19083
hispanic,2.5,19085
hispanic,0.875,19087
hispanic,0.1,19089
hispanic,1.375,19091
hispanic,2.5,19093
hispanic,2.5,19095
hispanic,0.25,19097
hispanic,0.1,19099
hispanic,1.0,19101
hispanic,0.25,19103
hispanic,0.5,19105
hispanic,2.5,19107
hispanic,0.75,19109
hispanic,0.5,19111
hispanic,0.25,19113
hispanic,0.25,19115
hispanic,1.75,19117
hispanic,2.5,19119
hispanic,0.875,19121
hispanic,0.5,19123
hispanic,0.5,19125
hispanic,2.0,19127
hispanic,1.0,19129
hispanic,2.5,19131
hispanic,0.5,19133
hispanic,0.75,19135
hispanic,0.25,19137
hispanic,0.75,19139
hispanic,0.75,19141
hispanic,0.1,19143
hispanic,0.25,19145
hispanic,0.25,19147
hispanic,0.75,19149
hispanic,2.0,19151
hispanic,1.0,19153
hispanic,0.25,19155
hispanic,0.875,19157
hispanic,0.1,19159
hispanic,0.25,19161
hispanic,0.5,19163
hispanic,1.0,19165
hispanic,0.25,19167
hispanic,0.25,19169
hispanic,0.5,19171
hispanic,0.5,19173
hispanic,2.5,19175
hispanic,0.75,19177
hispanic,0.75,19179
hispanic,0.5,19181
hispanic,0.5,19183
hispanic,2.5,19185
hispanic,0.75,19187
hispanic,0.25,19189
hispanic,0.5,19191
hispanic,0.75,19193
hispanic,0.5,19195
hispanic,1.25,19197
hispanic,0.5,20001
hispanic,0.25,20003
hispanic,0.75,20005
hispanic,1.0,20007
hispanic,0.75,20009
hispanic,0.25,20011
hispanic,1.0,20013
hispanic,0.25,20015
hispanic,1.25,20017
hispanic,0.25,20019
hispanic,0.5,20021
hispanic,0.25,20023
hispanic,0.1,20025
hispanic,0.25,20027
hispanic,0.25,20029
hispanic,1.75,20031
hispanic,0.1,20033
hispanic,0.5,20035
hispanic,0.875,20037
hispanic,0.1,20039
hispanic,0.25,20041
hispanic,0.5,20043
hispanic,0.25,20045
hispanic,0.5,20047
hispanic,2.5,20049
hispanic,0.75,20051
hispanic,0.25,20053
hispanic,0.75,20055
hispanic,2.5,20057
hispanic,0.5,20059
hispanic,0.75,20061
hispanic,0.1,20063
hispanic,0.1,20065
hispanic,0.75,20067
hispanic,2.5,20069
hispanic,1.0,20071
hispanic,0.25,20073
hispanic,0.1,20075
hispanic,0.1,20077
hispanic,0.75,20079
hispanic,0.5,20081
hispanic,0.1,20083
hispanic,0.5,20085
hispanic,2.0,20087
hispanic,0.1,20089
hispanic,0.5,20091
hispanic,0.5,20093
hispanic,0.25,20095
hispanic,0.1,20097
hispanic,0.5,20099
hispanic,0.1,20101
hispanic,0.25,20103
hispanic,2.5,20105
hispanic,2.5,20107
hispanic,0.25,20109
hispanic,0.75,20111
hispanic,0.25,20113
hispanic,0.5,20115
hispanic,2.5,20117
hispanic,0.75,20119
hispanic,0.5,20121
hispanic,0.1,20123
hispanic,0.5,20125
hispanic,0.25,20127
hispanic,0.25,20129
hispanic,0.1,20131
hispanic,0.75,20133
hispanic,0.1,20135
hispanic,0.1,20137
hispanic,0.25,20139
hispanic,0.1,20141
hispanic,0.1,20143
hispanic,0.5,20145
hispanic,0.1,20147
hispanic,0.5,20149
hispanic,0.5,20151
hispanic,2.5,20153
hispanic,0.25,20155
hispanic,0.1,20157
hispanic,0.75,20159
hispanic,0.25,20161
hispanic,0.25,20163
hispanic,0.25,20165
hispanic,0.1,20167
hispanic,0.75,20169
hispanic,0.25,20171
hispanic,0.5,20173
hispanic,1.0,20175
hispanic,0.5,20177
hispanic,0.25,20179
hispanic,0.5,20181
hispanic,1.0,20183
hispanic,0.1,20185
hispanic,0.1,20187
hispanic,1.0,20189
hispanic,0.5,20191
hispanic,0.25,20193
hispanic,0.1,20195
hispanic,0.5,20197
hispanic,0.1,20199
hispanic,2.5,20201
hispanic,0.1,20203
hispanic,0.25,20205
hispanic,0.75,20207
hispanic,1.25,20209
hispanic,1.75,21001
hispanic,2.5,21003
hispanic,0.1,21005
hispanic,2.5,21007
hispanic,0.1,21009
hispanic,1.375,21011
hispanic,0.25,21013
hispanic,0.75,21015
hispanic,2.5,21017
hispanic,0.5,21019
hispanic,2.5,21021
hispanic,1.125,21023
hispanic,0.75,21025
hispanic,1.5,21027
hispanic,0.1,21029
hispanic,1.25,21031
hispanic,2.5,21033
hispanic,0.75,21035
hispanic,1.5,21037
hispanic,2.5,21039
hispanic,0.875,21041
hispanic,1.5,21043
hispanic,2.5,21045
hispanic,0.25,21047
hispanic,1.5,21049
hispanic,2.0,21051
hispanic,0.875,21053
hispanic,2.5,21055
hispanic,2.5,21057
hispanic,0.5,21059
hispanic,0.5,21061
hispanic,0.5,21063
hispanic,0.5,21065
hispanic,2.0,21067
hispanic,2.5,21069
hispanic,2.5,21071
hispanic,2.5,21073
hispanic,0.25,21075
hispanic,0.1,21077
hispanic,0.1,21079
hispanic,2.5,21081
hispanic,0.875,21083
hispanic,0.25,21085
hispanic,0.1,21087
hispanic,0.1,21089
hispanic,0.1,21091
hispanic,0.5,21093
hispanic,2.5,21095
hispanic,1.5,21097
hispanic,2.5,21099
hispanic,1.375,21101
hispanic,0.1,21103
hispanic,2.5,21105
hispanic,0.5,21107
hispanic,1.375,21109
hispanic,1.125,21111
hispanic,1.125,21113
hispanic,1.125,21115
hispanic,0.75,21117
hispanic,2.5,21119
hispanic,1.25,21121
hispanic,0.1,21123
hispanic,0.25,21125
hispanic,0.5,21127
hispanic,0.1,21129
hispanic,2.0,21131
hispanic,2.5,21133
hispanic,2.5,21135
hispanic,2.5,21137
hispanic,0.25,21139
hispanic,1.0,21141
hispanic,0.25,21143
hispanic,0.75,21145
hispanic,1.375,21147
hispanic,0.75,21149
hispanic,2.5,21151
hispanic,0.75,21153
hispanic,1.5,21155
hispanic,0.1,21157
hispanic,2.5,21159
hispanic,0.5,21161
hispanic,0.25,21163
hispanic,0.1,21165
hispanic,2.5,21167
hispanic,0.5,21169
hispanic,0.75,21171
hispanic,1.5,21173
hispanic,2.5,21175
hispanic,0.75,21177
hispanic,1.5,21179
hispanic,1.25,21181
hispanic,1.125,21183
hispanic,0.25,21185
hispanic,2.5,21187
hispanic,2.5,21189
hispanic,0.25,21191
hispanic,0.1,21193
hispanic,1.375,21195
hispanic,0.1,21197
hispanic,1.125,21199
hispanic,0.25,21201
hispanic,2.5,21203
hispanic,2.5,21205
hispanic,2.5,21207
hispanic,2.5,21209
hispanic,2.0,21211
hispanic,0.25,21213
hispanic,0.1,21215
hispanic,1.125,21217
hispanic,0.25,21219
hispanic,1.25,21221
hispanic,0.1,21223
hispanic,0.25,21225
hispanic,2.5,21227
hispanic,2.5,21229
hispanic,1.375,21231
hispanic,2.0,21233
hispanic,1.0,21235
hispanic,0.1,21237
hispanic,0.1,21239
hispanic,2.5,22001
hispanic,0.75,22003
hispanic,0.75,22005
hispanic,2.5,22007
hispanic,1.125,22009
hispanic,0.5,22011
hispanic,1.0,22013
hispanic,0.5,22015
hispanic,0.75,22017
hispanic,0.5,22019
hispanic,0.75,22021
hispanic,0.1,22023
hispanic,1.75,22025
hispanic,2.5,22027
hispanic,2.0,22029
hispanic,1.125,22031
hispanic,0.25,22033
hispanic,2.5,22035
hispanic,0.875,22037
hispanic,2.0,22039
hispanic,0.75,22041
hispanic,0.75,22043
hispanic,0.5,22045
hispanic,0.5,22047
hispanic,1.25,22049
hispanic,0.5,22051
hispanic,1.75,22053
hispanic,0.5,22055
hispanic,1.125,22057
hispanic,0.25,22059
hispanic,0.75,22061
hispanic,0.5,22063
hispanic,0.875,22065
hispanic,0.75,22067
hispanic,0.5,22069
hispanic,0.5,22071
hispanic,0.25,22073
hispanic,0.1,22075
hispanic,0.5,22077
hispanic,0.875,22079
hispanic,2.5,22081
hispanic,0.875,22083
hispanic,0.75,22085
hispanic,0.5,22087
hispanic,0.5,22089
hispanic,1.75,22091
hispanic,2.5,22093
hispanic,0.5,22095
hispanic,1.0,22097
hispanic,0.875,22099
hispanic,0.75,22101
hispanic,0.5,22103
hispanic,1.0,22105
hispanic,1.0,22107
hispanic,0.5,22109
hispanic,2.5,22111
hispanic,0.25,22113
hispanic,0.25,22115
hispanic,2.5,22117
hispanic,2.5,22119
hispanic,2.5,22121
hispanic,0.5,22123
hispanic,0.1,22125
hispanic,2.5,22127
hispanic,0.25,23001
hispanic,0.5,23003
hispanic,0.25,23005
hispanic,2.5,23007
hispanic,0.5,23009
hispanic,0.25,23011
hispanic,0.5,23013
hispanic,2.5,23015
hispanic,0.5,23017
hispanic,0.875,23019
hispanic,0.1,23021
hispanic,0.25,23023
hispanic,0.75,23025
hispanic,0.25,23027
hispanic,1.25,23029
hispanic,0.5,23031
hispanic,0.25,24001
hispanic,0.5,24003
hispanic,0.5,24005
hispanic,0.25,24009
hispanic,2.5,24011
hispanic,0.5,24013
hispanic,0.5,24015
hispanic,0.5,24017
hispanic,1.25,24019
hispanic,0.25,24021
hispanic,0.875,24023
hispanic,0.5,24025
hispanic,0.75,24027
hispanic,0.5,24029
hispanic,1.375,24031
hispanic,1.0,24033
hispanic,1.5,24035
hispanic,0.5,24037
hispanic,1.125,24039
hispanic,1.125,24041
hispanic,1.0,24043
hispanic,0.75,24045
hispanic,0.5,24047
hispanic,0.875,24510
hispanic,0.5,25001
hispanic,0.5,25003
hispanic,0.5,25005
hispanic,2.5,25007
hispanic,0.875,25009
hispanic,0.5,25011
hispanic,1.25,25013
hispanic,0.5,25015
hispanic,0.5,25017
hispanic,0.1,25019
hispanic,0.5,25021
hispanic,0.5,25023
hispanic,1.75,25025
hispanic,0.75,25027
hispanic,2.5,26001
hispanic,1.5,26003
hispanic,0.5,26005
hispanic,0.25,26007
hispanic,0.875,26009
hispanic,0.5,26011
hispanic,0.25,26013
hispanic,0.5,26015
hispanic,0.25,26017
hispanic,0.1,26019
hispanic,0.875,26021
hispanic,1.25,26023
hispanic,0.5,26025
hispanic,0.5,26027
